Facility Name,site_address,city,latitude,longitude
STAFFORD'S MARKET,2204 PARKWOOD AVE,COLUMBUS,40.0130309,-82.9564144
STAR CARRY OUT,1565 N 4TH ST,COLUMBUS,39.9951556,-82.9991646
STAR MART,1910 LOCKBOURNE RD,COLUMBUS,39.9263709,-82.9650216
STEELE AVE MARKET,2552 STEELE AVE,COLUMBUS,39.9589055,-83.0693387
STELZER FOOD EXPRESS,755 STELZER RD,COLUMBUS,39.9877377,-82.9141104
STOP-N-SHOP MARKET,1858 LOCKBOURNE RD,COLUMBUS,39.9270712,-82.9649295
STRAIGHT UP SMOKE SHOP & FOOD MART,1290 S HIGH ST,COLUMBUS,39.9357263,-82.9959518
SULLIVANT & HAGUE BP/SUBWAY,2800 SULLIVANT AVE,COLUMBUS,39.943781,-83.073289
SUNOCO,1010 HARMON AVE,COLUMBUS,39.9478095,-83.0174575
SUNOCO,1536 W BROAD ST,COLUMBUS,39.95739,-83.041199
SUNOCO,1690 S HIGH ST,COLUMBUS,39.9272887,-82.9952577
SUNOCO,2825 OLENTANGY RIVER RD,COLUMBUS,40.0187237,-83.0241309
SUNOCO,3034 E BROAD ST,COLUMBUS,39.9715775,-82.9200704
SUNOCO,993 KING AVE,COLUMBUS,39.9908187,-83.0332553
SUNOCO FOOD MART,1949 SCHROCK RD,COLUMBUS,40.1068729,-82.9650784
SUNOCO FOOD MART,5800 CLEVELAND AVE,COLUMBUS,40.088455,-82.950704
SUNOCO GAS,2570 N HIGH ST,COLUMBUS,40.0148204,-83.0109882
SUNOCO GAS,4840 SINCLAIR RD,COLUMBUS,40.0628086,-82.9986104
SUNSHINE FOOD MARKET,5880 N MEADOWS BLVD,COLUMBUS,40.08667825,-82.99267515
SUNSHINE GROCERY,4583 MORSE RD,COLUMBUS,40.05547216,-82.86968712
SUPER FOOD MART,3166 N HIGH ST,COLUMBUS,40.0267282,-83.0141652
SUPER SPEEDY,1585 E DUBLIN GRANVILLE RD,COLUMBUS,40.0867605,-82.9758656
TAMARACK SUNOCO,1886 TAMARACK CIR S,COLUMBUS,40.0756961,-82.9672047
TARA SUPER,2131 CLEVELAND AVE,COLUMBUS,40.0100897,-82.9697041
THE CORNER MARKET,2157 E 5TH AVE,COLUMBUS,39.985824,-82.946853
THE DRUG STORE,2940 GROVEPORT RD,COLUMBUS,39.9041913,-82.9660305
THE HILLS MARKET DOWNTOWN,95 N GRANT AVE,COLUMBUS,39.9653281,-82.9918533
THE HILLTOP MARKET,2403 W BROAD ST,COLUMBUS,39.9552005,-83.064608
THE JOINT,1186 N HIGH ST,COLUMBUS,39.9865629,-83.0052026
THE RELEAF CENTER,2450 N HIGH ST,COLUMBUS,40.0124561,-83.010703
THE SPOT BAR,5999 E LIVINGSTON AVE,COLUMBUS,39.9425511,-82.8352084
THE VAPE ROOM,3544 GENDER RD,CANAL WINCHESTER,39.8591131,-82.8278852
THE VAPE SPOT,1456 BETHEL RD,COLUMBUS,40.0638329,-83.0579427
THIRSTY DRIVE THRU,4027 E LIVINGSTON AVE,COLUMBUS,39.9453203,-82.88863
THORNTON #501,2333 N WILSON RD,COLUMBUS,40.0008153,-83.1150421
THORNTONS #36,4600 WINCHESTER PIKE,COLUMBUS,39.9003723,-82.8812057
THORNTONS #66,1771 NORTON RD,COLUMBUS,39.9144845,-83.1440406
THORTON #500,3898 ALUM CREEK DR,COLUMBUS,39.887839,-82.9302149
THREE STAR FOOD MART,1107 E WEBER RD,COLUMBUS,40.0231678,-82.9821253
TINDER BOX #378,"5881 KARRIC SQUARE DR, DUBLIN",COLUMBUS,40.07577848,-83.12426333
TINDER BOX #408,4028 TOWNSFAIR WY,COLUMBUS,40.049166,-82.9139821
TO THE MOON SMOKE & VAPE,3329 E BROAD ST,COLUMBUS,39.972045,-82.9123267
TOBACCO DISCOUNTER,2139 EAKIN RD,COLUMBUS,39.932804,-83.052438
TOBACCO DISCOUNTERS,208 GRACELAND BLVD,COLUMBUS,40.0660479,-83.0243292
TOBACCO DISCOUNTERS,3767 S HIGH ST,COLUMBUS,39.8855873,-83.0027027
TOBACCO FOR LESS,2410 N HIGH ST,COLUMBUS,40.0114834,-83.0104472
TOBACCO INTERNATIONAL,18 E 13TH AVE,COLUMBUS,39.9979256,-83.0069776
TOBACCO OUTLET,5769 CLEVELAND AVE,COLUMBUS,40.088465,-82.950918
TOBACCO OUTLET III,2807 W BROAD ST,COLUMBUS,39.954803,-83.075445
TOBACCO PLUS,3520 CLIME RD,COLUMBUS,39.9277691,-83.0909589
TOBACCO QUEEN,3581 REFUGEE RD,COLUMBUS,39.9165602,-82.9005427
TOBACCO SHOP AT CENTRAL,1500 W BROAD ST,COLUMBUS,39.957488,-83.040361
TOP NOTCH VAPOR,3496 W DUBLIN - GRANVILLE RD,COLUMBUS,40.0933513,-83.0827293
TRABUE FOOD MART,4111 TRABUE RD,COLUMBUS,39.9873512,-83.1076949
TROPICAL TRENDS,2594 BETHEL RD,COLUMBUS,40.0648193,-83.0875006
TRUE NORTH STORE #601,777 E DUBLIN GRANVILLE RD,COLUMBUS,40.0875971,-82.9982624
TRUE NORTH STORE #602,3970 MORSE RD,COLUMBUS,40.0575193,-82.9116806
TRUE NORTH STORE #604,8500 N HIGH ST,COLUMBUS,40.0346542,-83.0166726
TRUE NORTH STORE #605,5989 E MAIN ST,COLUMBUS,39.9546235,-82.8381153
TRUE NORTH STORE #606,1195 MORSE RD,COLUMBUS,40.0604692,-82.9878742
TRUE NORTH STORE #608,1500 HILLIARD ROME RD,COLUMBUS,39.9816117,-83.1497302
TRUE NORTH STORE #609,6790 SAWMILL RD,COLUMBUS,40.1049814,-83.090324
TRUE NORTH STORE #610,2800 BETHEL RD,COLUMBUS,40.06503,-83.093086
TRUE NORTH STORE #611,5340 TUTTLE CROSSING BLVD,DUBLIN,40.0774373,-83.1226061
TRUE NORTH STORE #612,631 S HIGH ST,COLUMBUS,39.9484594,-82.9988454
TRUE NORTH STORE #675,1955 POLARIS PKWY,COLUMBUS,40.1426807,-82.9652176
TRUE NORTH STORE #676,3975 RIDGE MILL DR,HILLIARD,40.0314303,-83.1154685
TRUE NORTH STORE #677,2441 LOCKBOURNE RD,COLUMBUS,39.9147574,-82.9669416
TURKEY HILL #704,2685 N HIGH ST,COLUMBUS,40.0169965,-83.0121406
TURKEY HILL #705,1953 MORSE RD,COLUMBUS,40.059617,-82.9671819
TURKEY HILL #717,950 GEORGESVILLE RD,COLUMBUS,39.9341269,-83.1148014
TURKEY HILL MINIT MARKET,5350 TUTTLE CROSSING BLVD,DUBLIN,40.0753528,-83.1416327
TURKEY HILL MINIT MARKET #706,1880 E BROAD ST,COLUMBUS,39.9679611,-82.951085
TURKEY HILL MINIT MARKET #708,1425 N CASSADY AVE,COLUMBUS,39.9992771,-82.9309154
TURKEY HILL MINIT MARKET #712,3900 S HIGH ST,COLUMBUS,39.8829141,-83.0034669
TURKEY HILL MINIT MARKET #720,2731 WINCHESTER PIKE,COLUMBUS,39.9169154,-82.9166154
TURKEY HILL MINIT MARKET STORE #701,6195 CLEVELAND AVE,COLUMBUS,40.0991503,-82.9501011
TURKEY HILL MINIT MARKETS- TURKEY HILL #600,930 N WAGGONER RD,BLACKLICK,40.0048656,-82.7902024
UNCLE MAX GAS & FOOD,1221 E HUDSON ST,COLUMBUS,40.0140128,-82.9773509
UNION,782 N HIGH ST,COLUMBUS,39.9784243,-83.0033159
UNITED DAIRY FARMERS #608,2660 NOE BIXBY RD,COLUMBUS,39.9222262,-82.8641726
UNITED DAIRY FARMERS #612,3535 CLIME RD,COLUMBUS,39.9276887,-83.0914302
UNITED DAIRY FARMERS #613,2204 W DUBLIN-GRANVILLE RD,WORTHINGTON,40.0893929,-83.0353242
UNITED DAIRY FARMERS #615,5370 N HIGH ST,COLUMBUS,40.0722349,-83.0188792
UNITED DAIRY FARMERS #622,1930 HARD RD,COLUMBUS,40.117376,-83.067089
UNITED DAIRY FARMERS #624,5025 TUTTLE CROSSING BLVD,DUBLIN,40.0759329,-83.1286312
UNITED DAIRY FARMERS #628,2094 N HIGH ST,COLUMBUS,40.0051734,-83.0086665
UNITED DAIRY FARMERS #632,880 N HIGH ST,COLUMBUS,39.9803433,-83.00391
UNITED DAIRY FARMERS #634,1680 N HIGH ST,COLUMBUS,39.9969901,-83.0071837
UNITED DAIRY FARMERS #635,3388 INDIANOLA AVE,COLUMBUS,40.033078,-83.000795
UNITED DAIRY FARMERS #644,3728 KARL RD,COLUMBUS,40.0429695,-82.9770071
UNITED DAIRY FARMERS #646,1041 W BROAD ST,COLUMBUS,39.958731,-83.0285978
UNITED DAIRY FARMERS #649,530 S HAGUE AVE,COLUMBUS,39.943835,-83.073024
UNITED DAIRY FARMERS #652,7580 WORTHINGTON GALENA RD,COLUMBUS,40.1181495,-82.98823353
UNITED DAIRY FARMERS #653,8480 N HIGH ST,COLUMBUS,40.1362967,-83.0162689
UNITED DAIRY FARMERS #656,327 E HUDSON ST,COLUMBUS,40.0152269,-83.0027492
UNITED DAIRY FARMERS #667,4775 SUNBURY RD,COLUMBUS,40.0576849,-82.9231911
UNITED DAIRY FARMERS #669,901 NORTON RD,COLUMBUS,39.931855,-83.1450286
UNITED DAIRY FARMERS #670,1188 N WILSON RD,COLUMBUS,39.9774313,-83.101595
UNITED DAIRY FARMERS #674,2191 POLARIS PKWY,COLUMBUS,40.1436356,-82.9641975
UNITED DAIRY FARMERS #676,1341 GEORGESVILLE RD,COLUMBUS,39.9259734,-83.1175086
UNITED FOOD MART,2805 S HIGH ST,COLUMBUS,39.904208,-82.995449
UNIVERSITY MARATHON,1584 SUMMIT ST,COLUMBUS,39.994643,-83.001405
UPRITE VAPOR,3270 S HIGH ST,COLUMBUS,39.8948325,-82.9952659
US FOOD MART,1975 W MOUND ST,COLUMBUS,39.941714,-83.050477
USA TOBACCO,4967 N HIGH ST,COLUMBUS,40.0637234,-83.0195393
VANS CARRYOUT,1270 W TOWN ST,COLUMBUS,39.9547893,-83.0336119
VAPE STAR,6634 SAWMILL RD,COLUMBUS,40.1025786,-83.0895605
VAPOR MAVEN,1345 WORTHINGTON CENTRE DR,COLUMBUS,40.1235425,-82.9809862
VAPOR MAVEN,1617 GEORGESVILLE SQUARE DR,COLUMBUS,39.9207553,-83.1194852
VAPORFI,1077 POLARIS PKWY,COLUMBUS,40.1450816,-82.991162
VAPORFI,2471 N HIGH ST,COLUMBUS,40.0125834,-83.0109532
VIBES SMOKE SHOP & CARRYOUT,5020 GENDER RD,CANAL WINCHESTER,39.8591131,-82.8278852
VILLAGE CIGARS,1044 S HIGH ST,COLUMBUS,39.9405993,-82.9963402
WALGREENS  #06119,7900 E BROAD ST,BLACKLICK,39.9858999,-82.7919113
WALGREENS #01317,3445 S HIGH ST,COLUMBUS,39.8917,-82.996727
WALGREENS #07113,3093 CLEVELAND AVE,COLUMBUS,40.0309056,-82.9641716
WALGREENS #07368,4890 N HIGH ST,COLUMBUS,40.061843,-83.0194154
WALGREENS #07525,2150 E DUBLIN GRANVILLE RD,COLUMBUS,40.0871146,-82.9594058
WALGREENS #09093,5195 N HAMILTON RD,COLUMBUS,40.062017,-82.863323
WALGREENS #09193,2615 BRICE RD,REYNOLDSBURG,39.9716277,-82.8266571
WALGREENS #09540,4530 KENNY RD,COLUMBUS,40.0532348,-83.0495303
WALGREENS #09541,5555 NEW ALBANY RD E,NEW ALBANY,40.102475,-82.8171157
WALGREENS #10050,6201 E BROAD ST,COLUMBUS,39.98016,-82.836331
WALGREENS #12083,1444 W 5TH AVE,COLUMBUS,39.9888904,-83.0448419
WALGREENS #13007,1040 POLARIS PKWY,COLUMBUS,40.1473091,-82.9915476
WALGREENS #21398,1782 N HIGH ST,COLUMBUS,39.998704,-83.007586
WALGREENS #6273,3015 E LIVINGSTON AVE,COLUMBUS,39.946401,-82.9162758
WALGREENS #6378,2770 W BROAD ST,COLUMBUS,39.9550163,-83.0744165
WALGREENS #6981,1280 DEMOREST RD,COLUMBUS,39.928195,-83.090288
WALMART #2098,3900 MORSE RD,COLUMBUS,40.0605235,-82.9131464
WALMART #2426,5200 WESTPOINTE PLAZA DR,COLUMBUS,39.9833681,-83.145034
WALMART #2774,7730 SAWMILL RD,COLUMBUS,40.1241601,-83.0900017
WALMART #3812,2700 BETHEL RD,COLUMBUS,40.067296,-83.0898798
WALMART #5185,1221 GEORGESVILLE RD,COLUMBUS,39.9268827,-83.1204966
WEBER MARKET,727 E WEBER RD,COLUMBUS,40.0237287,-82.9934278
WEBER ROAD MARKET,900 E WEBER RD,COLUMBUS,40.0241315,-82.9880162
WEST BROAD SHELL,1000 W BROAD ST,COLUMBUS,39.959073,-83.027156
WHEATLAND FOOD MART,1432 MT VERNON AVE,COLUMBUS,39.973832,-82.964116
WILLYS MARKET,1917 HAMILTON AVE,COLUMBUS,40.0044898,-82.9797504
WILSON MARKET,1081 E WHITTIER ST,COLUMBUS,39.943304,-82.967627
WILSON MARKET,179 WILSON AVE,COLUMBUS,39.9622327,-82.9664751
WOODLAND EXPRESS,1785 WOODLAND AVE,COLUMBUS,40.0047785,-82.9542155
WORTHINGTON MARATHON,911 HIGH ST,WORTHINGTON,40.0926887,-83.017961
XL DRIVE THRU,2359 W BROAD ST,COLUMBUS,39.955379,-83.063287
YATES BEVERAGE CENTER,5773 CLEVELAND AVE,COLUMBUS,40.0885803,-82.9509088
YBB MARKET,2900 WESTERVILLE RD,COLUMBUS,40.049783,-82.9440269
ZACK'S CORNER STOP,1055 E WEBER RD,COLUMBUS,40.0233342,-82.9835631
ZIGGY'S DRIVE THRU,350 W 3RD AVE,COLUMBUS,39.9838731,-83.014485
ZIP THRU 2 BEER & WINE,1146 NORTON RD,COLUMBUS,39.9287368,-83.1440148
